"Cloud Provider","Account Number","Subscription Name","Service Name","Resource Name","Resource ID","Resource Type","Operating System","State","Private IP","Public IP","Network Interface","Owner","Project Name","Project ID","Region Name","Zone Name","VPC ID","Subnet ID","Memory (MB)","CPU Cores","Launch Time","Description","timestamp"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-013","7315259232103431999","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.9.54","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-db-subnet","16384","8","2020-12-01T05:14:57.975-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4z-003","6562240505656266948","n2-highmem-4","sles-sap-15","TERMINATED","10.179.7.85","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-b","tim-cio-dev","newagefinance-40272-uat-subnet","32768","4","2021-07-27T04:29:48.475-07:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-grp-p002","3581458366729083919","n1-highmem-4","sles-sap-15","TERMINATED","10.179.11.89","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","26624","4","2021-01-27T04:56:01.345-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-003","5222299743981863209","custom-12-79872","sles-sap-15","TERMINATED","10.179.11.52","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","79872","12","2021-01-22T04:06:30.914-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sysadmin018","7447312279406118033","e2-standard-4","windows-server-2016-dc","RUNNING","10.179.4.27","None","","","projects/662746345408","tim-cio-msft-sysadmin","asia-south1","asia-south1-a","tim-cio-dev","cio-msft-sysadmin-dev-subnet","16384","4","2020-11-30T19:37:36.386-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-041","1365020990181258712","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.12.101","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet2","16384","8","2021-02-02T00:20:08.921-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-015","11881084302885342","e2-custom-6-39424","windows-server-2016-dc","RUNNING","10.179.9.58","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-db-subnet","39424","6","2020-12-01T05:03:47.103-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sdz-001","9184855464827058260","n1-highmem-64","sles-sap-15","TERMINATED","10.179.7.66","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-b","tim-cio-dev","newagefinance-40272-uat-subnet","425984","64","2021-07-27T01:41:32.288-07:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-hap-p001","625453456038864171","m1-ultramem-40","sles-sap-15","TERMINATED","10.179.11.162","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","984064","40","2021-01-26T23:52:37.824-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-005","4606465033610393582","custom-12-79872","sles-sap-15","TERMINATED","10.179.11.123","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","79872","12","2021-02-24T22:51:46.345-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043","4808228535436033940","e2-custom-6-32768","ubuntu-2004-lts","RUNNING","10.179.13.66","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2022-09-14T09:29:49.307-07:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-hcp-001","6713536707249160082","n2-highmem-8","sles-sap-15","TERMINATED","10.179.11.33","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","65536","8","2021-04-30T06:09:18.683-07:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvmd-bod-001","6648296814436008914","custom-20-131072","sles-sap-15","TERMINATED","10.179.4.152","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-b","tim-cio-dev","newagefinance-40272-dev-subnet","131072","20","2020-10-06T07:20:47.836-07:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-017","864486806147275548","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.9.9","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","16384","8","2020-12-01T03:16:05.518-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-p002","3757651939687878200","n1-highmem-2","sles-sap-15","TERMINATED","10.179.11.67","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","13312","2","2021-01-22T07:35:52.700-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043-old","4329448297377447160","custom-6-32768","ubuntu-2004-lts","TERMINATED","10.179.13.70","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2021-02-25T02:55:19.944-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-ldp-s001","6836493146972807244","n1-highmem-32","sles-sap-15","TERMINATED","10.179.11.170","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","212992","32","2021-02-02T06:16:03.871-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-020","8257387066127259125","e2-custom-4-8192","windows-server-2016-dc","RUNNING","10.179.9.12","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","8192","4","2020-12-01T03:38:04.218-08:00","","2023-06-09T08:15:14"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sdp-p001","2836409878789477561","m1-ultramem-40","sles-sap-15","TERMINATED","10.179.11.155","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","984064","40","2021-01-21T22:01:59.385-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmuvm-datbase-001","7431711618159939781","custom-4-24576","rhel-8-server","RUNNING","10.179.4.146","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","24576","4","2020-08-18T21:44:28.278-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043-test2","2072352574199834635","e2-custom-6-32768","ubuntu-2004-lts","RUNNING","10.179.13.71","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2023-03-27T06:15:17.782-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-ltp-001","3973305490321232356","n1-highmem-4","sles-sap-15","TERMINATED","10.179.11.108","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","26624","4","2021-02-02T07:26:04.034-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sjp-001","8317414741264455930","n1-highmem-8","sles-sap-15","TERMINATED","10.179.11.32","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","53248","8","2021-01-20T00:13:10.567-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-022","4766937367384446076","e2-custom-4-8192","windows-server-2016-dc","RUNNING","10.179.9.14","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","8192","4","2020-12-10T01:29:56.949-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpdr12289-5","7092182243817352687","e2-standard-32","windows-server-2019-dc","RUNNING","10.179.40.9","None","lavanya_chundi","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-prod-app-subnet3","131072","32","2023-01-10T03:58:58.143-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmuvm-rep-001","7426209704924222340","custom-4-24576","windows-server-2016-dc","RUNNING","10.179.4.145","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","24576","4","2020-08-18T21:41:17.704-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-ltp-p002","3706649830113991159","n1-highmem-2","sles-sap-15","TERMINATED","10.179.11.107","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","13312","2","2021-02-02T06:52:09.928-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-smp-001","2394918130165636941","n1-highmem-8","sles-sap-15","TERMINATED","10.179.11.31","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","53248","8","2021-01-19T23:54:11.858-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-025","8010047338432796972","e2-custom-32-71680","windows-server-2016-dc","RUNNING","10.179.9.17","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","71680","32","2021-01-05T00:48:05.176-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpdr12289-6","2508000126506691954","e2-standard-32","windows-server-2019-dc","RUNNING","10.179.40.10","None","lavanya_chundi","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-prod-app-subnet3","131072","32","2023-01-10T04:01:34.277-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmd40272-003","3862448118478940303","e2-standard-8","rhel-8-server","RUNNING","10.179.4.155","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","32768","8","2021-01-12T04:30:27.092-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-odp-p001","4630183152985677818","n1-highmem-32","sles-sap-15","TERMINATED","10.179.11.168","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","212992","32","2021-02-01T07:41:10.079-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-smp-p002","3368581125906515624","n1-highmem-2","sles-sap-15","RUNNING","10.179.11.29","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","13312","2","2021-01-29T03:58:00.059-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-027","7497922129616802880","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.9.19","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","16384","8","2021-01-05T01:00:33.440-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmd40272-005","4320465075896853953","e2-highmem-2","rhel-8-server","RUNNING","10.179.4.159","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","16384","2","2021-01-12T04:50:55.886-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-ssp-p001","5999509393708979969","n1-highmem-32","sles-sap-15","TERMINATED","10.179.11.154","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","212992","32","2021-01-20T23:14:55.376-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-001","4176240891170114171","custom-12-79872","sles-sap-15","TERMINATED","10.179.11.43","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","79872","12","2021-01-21T22:45:41.635-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-029","1448836305270706728","e2-custom-4-8192","windows-server-2016-dc","RUNNING","10.179.9.21","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","8192","4","2021-01-05T01:09:29.974-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-w1p-p001","6845723980878566268","custom-6-39936","sles-sap-15","TERMINATED","10.179.11.68","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","39936","6","2021-01-24T23:04:52.573-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmd40272-007","6486954774520612887","custom-4-16384","windows-server-2016-dc","TERMINATED","10.179.4.166","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","16384","4","2021-01-13T05:34:50.966-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-003","5222299743981863209","custom-12-79872","sles-sap-15","TERMINATED","10.179.11.52","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","79872","12","2021-01-22T04:06:30.914-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-033","2893338277700013929","custom-8-32768","windows-server-2016-dc","RUNNING","10.179.9.25","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet","32768","8","2021-01-05T01:29:44.210-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmd40272-b","308076568520641275","custom-14-61440","windows-server-2016-dc","RUNNING","10.179.4.171","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","61440","14","2021-07-08T05:48:20.885-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-005","4606465033610393582","custom-12-79872","sles-sap-15","TERMINATED","10.179.11.123","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","79872","12","2021-02-24T22:51:46.345-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-039","4912268697952106438","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.12.99","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet2","16384","8","2021-02-02T00:11:22.682-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-s4p-p002","3757651939687878200","n1-highmem-2","sles-sap-15","TERMINATED","10.179.11.67","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","13312","2","2021-01-22T07:35:52.700-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp40272-01","3097124219520813947","custom-6-32768","windows-server-2016-dc","TERMINATED","10.179.4.150","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","32768","6","2020-09-15T23:49:59.467-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-041","1365020990181258712","e2-custom-8-16384","windows-server-2016-dc","RUNNING","10.179.12.101","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-app-subnet2","16384","8","2021-02-02T00:20:08.921-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sdp-p001","2836409878789477561","m1-ultramem-40","sles-sap-15","TERMINATED","10.179.11.155","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","984064","40","2021-01-21T22:01:59.385-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4d-001","8289102625041379720","custom-18-131072-ext","sles-sap-15","TERMINATED","10.179.4.136","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","131072","18","2020-06-25T09:23:05.825-07:00","SAP BW/4HANA [SAP Application + CI]  -- B4D","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043","4808228535436033940","e2-custom-6-32768","ubuntu-2004-lts","RUNNING","10.179.13.66","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2022-09-14T09:29:49.307-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-sjp-001","8317414741264455930","n1-highmem-8","sles-sap-15","TERMINATED","10.179.11.32","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","53248","8","2021-01-20T00:13:10.567-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4q-001","1198030392935790546","custom-6-23552","sles-sap-15","TERMINATED","10.179.7.6","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-qa-subnet","23552","6","2020-11-04T02:58:06.958-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043-old","4329448297377447160","custom-6-32768","ubuntu-2004-lts","TERMINATED","10.179.13.70","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2021-02-25T02:55:19.944-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-smp-001","2394918130165636941","n1-highmem-8","sles-sap-15","TERMINATED","10.179.11.31","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","53248","8","2021-01-19T23:54:11.858-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4t-001","3404602169480321351","custom-6-24576","sles-sap-15","TERMINATED","10.179.7.73","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","24576","6","2020-12-05T07:30:49.956-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmp12289-043-test2","2072352574199834635","e2-custom-6-32768","ubuntu-2004-lts","RUNNING","10.179.13.71","None","","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-12289-prod-df-app-subnet","32768","6","2023-03-27T06:15:17.782-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-smp-p002","3368581125906515624","n1-highmem-2","sles-sap-15","RUNNING","10.179.11.29","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","13312","2","2021-01-29T03:58:00.059-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4t-002","3176100688037519392","custom-2-32768-ext","sles-sap-15","TERMINATED","10.179.7.102","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","32768","2","2021-01-05T00:09:53.061-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpdr12289-5","7092182243817352687","e2-standard-32","windows-server-2019-dc","RUNNING","10.179.40.9","None","lavanya_chundi","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-prod-app-subnet3","131072","32","2023-01-10T03:58:58.143-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-ssp-p001","5999509393708979969","n1-highmem-32","sles-sap-15","TERMINATED","10.179.11.154","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-db-subnet","212992","32","2021-01-20T23:14:55.376-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4t-004","5274027208079940608","custom-2-32768-ext","sles-sap-15","TERMINATED","10.179.7.104","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","32768","2","2021-01-05T00:27:28.588-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpdr12289-6","2508000126506691954","e2-standard-32","windows-server-2019-dc","RUNNING","10.179.40.10","None","lavanya_chundi","","projects/417673762642","prod-12289","asia-south1","asia-south1-a","tim-cio-prod","cio-msft-sysadmin-prod-app-subnet3","131072","32","2023-01-10T04:01:34.277-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-w1p-p001","6845723980878566268","custom-6-39936","sles-sap-15","TERMINATED","10.179.11.68","None","","","projects/858397617819","prod-40272","asia-south1","asia-south1-a","tim-cio-prod","newagefinance-40272-prod-app-subnet","39936","6","2021-01-24T23:04:52.573-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-b4z-003","8193024499689613609","n2-custom-20-133120","sles-sap-15","TERMINATED","10.179.7.124","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","133120","20","2022-07-01T22:29:43.503-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bastion-001","8419356497659154497","custom-8-32768","windows-server-2016-dc","RUNNING","10.179.4.131","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","32768","8","2020-06-25T02:30:26.602-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bdd-001","5332399683381326621","n2-highmem-32","sles-sap-15","TERMINATED","10.179.4.135","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-dev-subnet","262144","32","2020-06-25T09:16:52.785-07:00","SAP HANA Database  - BDD","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bdq-001","4110679713306850515","custom-80-532480","sles-sap-15","TERMINATED","10.179.7.7","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-qa-subnet","532480","80","2020-11-04T03:02:21.376-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bdt-001","3672018068963726893","custom-80-524288","sles-sap-15","TERMINATED","10.179.7.75","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","524288","80","2020-12-05T07:35:31.452-08:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bdz-001","2999992182184764510","m1-ultramem-80","sles-sap-15","TERMINATED","10.179.7.115","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","1968128","80","2022-07-01T22:42:10.998-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bot-p001","7758673984632206573","n1-highmem-8","sles-sap-15","TERMINATED","10.179.7.118","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","53248","8","2021-06-06T01:40:34.964-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bot-p002","1919029848178764662","n1-highmem-8","sles-sap-15","TERMINATED","10.179.7.120","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","53248","8","2021-06-06T02:30:02.964-07:00","","2023-06-09T08:15:15"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-bot-p003","5927643874893834381","n1-highmem-8","sles-sap-15","TERMINATED","10.179.7.122","None","","","projects/1053564759847","newagefinance-40272","asia-south1","asia-south1-a","tim-cio-dev","newagefinance-40272-uat-subnet","53248","8","2021-06-06T02:33:23.577-07:00","","2023-06-09T08:15:15"
